iter	RMSE
199	27374.83486
200	27305.34844
201	27257.61257
202	27196.98613
203	27151.00835
204	27077.2852
205	27025.73159
206	26970.81976
207	26901.83484
208	26858.48442
209	26812.30218
210	26771.75801
211	26743.01259
212	26702.47744
213	26638.85544
214	26567.10111
215	26517.4213
216	26468.68964
217	26416.017
218	26350.17582
219	26327.52004
220	26247.93405
221	26199.09011
222	26164.50542
223	26107.22441
224	26046.53264
225	25998.05724
226	25938.27811
227	25892.92526
228	25850.7073
229	25814.15303
230	25747.0247
231	25673.48631
232	25614.18523
233	25577.96031
234	25541.36249
235	25457.85064
236	25419.86219
237	25351.91764
238	25310.32221
239	25241.38277
240	25149.41809
241	25101.19171
242	25041.35055
243	25006.51309
244	24989.0142
245	24950.80061
246	24906.70761
247	24868.98078
248	24840.84307
249	24759.23911
250	24750.09006
251	24690.32449
252	24651.71749
253	24627.19496
254	24572.42539
255	24527.55085
256	24489.57623
257	24438.27643
258	24373.53222
259	24331.33496
260	24272.36771
261	24237.10222
262	24198.68648
263	24166.97203
264	24115.1251
265	24068.52129
266	24025.19301
267	24006.94266
268	23957.75097
269	23912.52697
270	23877.59918
271	23845.73746
272	23806.6464
273	23767.88919
274	23726.95635
275	23688.44851
276	23655.83327
277	23633.44561
278	23601.65973
279	23570.33856
280	23518.93337
281	23478.48306
282	23418.74619
283	23374.62232
284	23344.0041
285	23312.28147
286	23261.34973
287	23202.88093
288	23158.24699
289	23132.33699
290	23103.63247
291	23075.8406
292	23043.76243
293	22996.23556
294	22935.23025
295	22915.35974
296	22880.94103
297	22837.45404
298	22768.05529
299	22715.39302
300	22677.82895
301	22636.70144
302	22583.83806
303	22550.02381
304	22520.62954
305	22490.16009
306	22456.2861
307	22432.52784
308	22401.95999
309	22372.88393
310	22341.72883
311	22290.29942
312	22263.31792
313	22228.4356
314	22204.27294
315	22168.64916
316	22130.92534
317	22113.72401
318	22096.84754
319	22067.96927
320	22044.22699
321	22005.69357
322	21986.13156
323	21952.31239
324	21915.9291
325	21879.72438
326	21851.53177
327	21812.06466
328	21795.90927
329	21756.5932
330	21706.89552
331	21676.29806
332	21664.83268
333	21606.69146
334	21578.40458
335	21547.43852
336	21516.85647
337	21489.87393
338	21455.62893
339	21433.79002
340	21419.35626
341	21374.07657
342	21324.97571
343	21292.40528
344	21255.54142
345	21234.14562
346	21211.32793
347	21190.43454
348	21154.48119
349	21122.05911
350	21102.41574
351	21077.02037
352	21031.41679
353	20986.16571
354	20946.7923
355	20919.93546
356	20881.75564
357	20861.00199
358	20831.26815
359	20792.02232
360	20742.10227
361	20697.877
362	20665.02691
363	20631.39805
364	20601.05059
365	20561.05955
366	20528.135
367	20513.58165
368	20490.58697
369	20455.37186
370	20431.8903
371	20406.35575
372	20367.18235
373	20332.54178
374	20307.40589
375	20274.42544
376	20234.42543
377	20172.11927
378	20135.37962
379	20093.32281
380	20085.20466
381	20052.32204
382	20021.08027
383	19993.56223
384	19957.64233
385	19913.65107
386	19882.57302
387	19847.04795
388	19807.74928
389	19775.95069
390	19738.57623
391	19709.53134
392	19677.49108
393	19645.60952
394	19620.03324
395	19594.72911
396	19569.77599
397	19546.75546
398	19527.87325
399	19491.79177
400	19468.76824
401	19435.0908
402	19410.04866
403	19377.3997
404	19344.55995
405	19308.29553
406	19274.0022
407	19251.68561
408	19214.65698
409	19189.13983
410	19161.87776
411	19125.39883
412	19083.08851
413	19060.82947
414	19014.6501
415	18987.64945
416	18957.57392
417	18936.93422
418	18893.28369
419	18866.43159
420	18847.21495
421	18808.58446
422	18769.72753
423	18739.08891
424	18710.90182
425	18684.2496
426	18639.05582
427	18613.2428
428	18585.04264
429	18558.09769
430	18524.71254
431	18492.5509
432	18469.80705
433	18433.08455
434	18406.02475
435	18370.75185
436	18348.12966
437	18318.49381
438	18293.27633
439	18264.88525
440	18245.75173
441	18204.89672
442	18189.367
443	18156.39782
444	18133.17854
445	18112.84403
446	18086.03196
447	18066.91343
448	18036.80901
449	18011.7902
450	17982.27067
451	17948.34578
452	17936.03391
453	17920.04314
454	17906.54155
455	17891.05569
456	17855.1479
457	17844.35885
458	17815.70994
459	17786.0045
460	17759.23993
461	17736.20641
462	17717.05223
463	17699.21835
464	17677.05815
465	17648.22247
466	17637.0248
467	17607.36842
468	17578.233
469	17537.82775
470	17511.04086
471	17499.51533
472	17473.19987
473	17425.01491
474	17399.58666
475	17361.68353
476	17339.59223
477	17327.63162
478	17304.39013
479	17275.74199
480	17264.45466
481	17231.8795
482	17207.21963
483	17196.79004
484	17178.27047
485	17150.48348
486	17134.1754
487	17106.36053
488	17093.86586
489	17080.21915
490	17048.27893
491	17038.42677
492	17011.82865
493	16970.39462
494	16960.5752
495	16937.98379
496	16916.06817
497	16901.123
498	16890.49616
499	16856.90078
500	16838.22071
501	16809.85251
502	16794.54047
503	16775.16966
504	16742.64411
505	16715.81799
506	16694.43014
507	16667.91889
508	16649.60148
509	16626.3975
510	16601.06567
511	16590.25885
512	16578.21688
513	16557.68884
514	16530.51032
515	16505.78858
516	16491.09663
517	16482.42985
518	16465.79524
519	16453.99441
520	16444.90824
521	16429.04434
522	16409.34423
523	16395.27376
524	16368.80808
525	16349.56568
526	16325.46506
527	16316.97411
528	16286.32975
529	16273.48884
530	16248.4661
531	16221.74995
532	16195.16827
533	16171.38024
534	16146.38953
535	16133.15808
536	16107.59904
537	16078.28844
538	16055.86872
539	16031.48864
540	16015.95642
541	16007.82202
542	15996.77631
543	15967.80162
544	15939.36987
545	15925.95881
546	15898.40797
547	15890.60136
548	15882.01504
549	15859.96613
550	15831.81808
551	15807.83561
552	15786.67009
553	15766.18113
554	15744.90643
555	15724.30977
556	15701.39262
557	15684.77594
558	15677.78583
559	15669.66057
560	15648.87416
561	15626.46287
562	15608.26667
563	15600.80862
564	15581.36036
565	15561.75682
566	15539.41377
567	15520.20426
568	15513.32231
569	15488.63356
570	15467.60505
571	15448.59598
572	15425.45341
573	15397.73922
574	15372.64935
575	15366.01579
576	15357.29032
577	15349.51703
578	15326.32602
579	15305.42583
580	15283.74947
581	15274.34185
582	15263.64412
583	15243.46036
584	15223.76578
585	15204.79718
586	15186.20256
587	15160.89046
588	15133.99904
589	15109.19401
590	15102.68254
591	15079.65859
592	15060.83356
593	15038.41941
594	15022.1122
595	15009.56369
596	15002.8944
597	14983.55895
598	14969.28831
599	14961.61917
600	14951.50739
601	14929.28604
602	14914.61349
603	14903.27582
604	14880.87869
605	14860.16798
606	14839.32024
607	14822.28053
608	14804.35481
609	14797.96686
610	14791.82783
611	14768.60041
612	14752.46829
613	14746.98558
614	14726.31431
615	14716.6978
616	14701.56495
617	14682.30417
618	14666.97542
619	14644.85732
620	14619.0632
621	14592.92673
622	14585.03958
623	14572.1373
624	14559.51325
625	14554.24701
626	14533.476
627	14518.28269
628	14508.04595
629	14490.39412
630	14484.19321
631	14460.48673
632	14443.583
633	14421.49523
634	14405.18633
635	14394.57493
636	14382.75608
637	14367.63618
638	14357.24389
639	14340.70118
640	14328.3432
641	14305.22124
642	14284.6534
643	14261.01425
644	14243.80482
645	14224.18812
646	14214.98778
647	14197.00471
648	14179.64142
649	14170.50049
650	14165.148
651	14158.80473
652	14142.87546
653	14132.36057
654	14112.32361
655	14102.05151
656	14089.66996
657	14073.9638
658	14067.76762
659	14053.82656
660	14039.33677
661	14029.35778
662	14014.79445
663	13997.54892
664	13993.83745
665	13976.45399
666	13964.02671
667	13941.84295
668	13929.6599
669	13927.02239
670	13918.87609
671	13903.71955
672	13887.42933
673	13882.83478
674	13866.27658
675	13853.31606
676	13832.82229
677	13823.01687
678	13804.25166
679	13784.15465
680	13769.42852
681	13753.47605
682	13750.91825
683	13748.37846
684	13731.71125
685	13717.46435
686	13703.61826
687	13687.047
688	13667.73667
689	13657.24983
690	13651.6314
691	13634.54313
692	13620.27963
693	13605.68034
694	13593.27776
695	13580.29581
696	13566.1061
697	13553.58453
698	13541.07377
699	13522.4754
700	13512.57094
701	13497.52624
702	13485.41723
703	13471.39432
704	13460.85806
705	13444.21477
706	13432.11961
707	13415.52159
708	13408.58036
709	13396.21191
710	13379.06622
711	13366.09559
712	13362.06594
713	13346.89967
714	13331.24104
715	13326.30948
716	13314.65799
717	13300.88869
718	13286.73522
719	13267.88865
720	13254.27625
721	13239.23906
722	13225.98681
723	13216.54298
724	13209.31384
725	13198.72824
726	13185.3297
727	13172.16294
728	13158.2107
729	13138.0055
730	13124.01603
731	13115.70924
732	13113.67579
733	13108.94889
734	13096.22913
735	13082.93875
736	13071.80332
737	13064.95493
738	13058.20254
739	13045.37744
740	13032.36787
741	13024.79103
742	13012.70993
743	12996.29294
744	12985.48836
745	12969.68371
746	12956.49256
747	12938.83277
748	12934.98977
749	12919.68438
750	12910.59928
751	12897.26069
752	12878.47567
753	12876.43515
754	12869.13449
755	12864.476
756	12860.97896
757	12857.17528
758	12844.31372
759	12830.34793
760	12810.68893
761	12807.21242
762	12799.61857
763	12795.80017
764	12793.39535
765	12786.06508
766	12776.07027
767	12767.94766
768	12754.11163
769	12743.007
770	12731.29931
771	12719.43439
772	12708.15008
773	12691.77503
774	12680.51942
775	12676.57435
776	12659.77073
777	12642.91947
778	12633.97182
779	12630.48874
780	12620.47201
781	12602.42579
782	12600.15769
783	12582.99473
784	12564.33268
785	12553.09033
786	12540.24826
787	12532.16317
788	12517.98677
789	12499.02221
790	12487.57355
791	12478.2256
792	12464.37454
793	12446.2636
794	12429.01279
795	12414.52242
796	12403.58767
797	12383.07263
798	12370.47335
799	12368.3536
800	12355.32519
801	12349.70708
802	12340.0285
803	12333.63507
804	12322.48478
805	12307.20258
806	12299.71221
807	12294.63782
808	12279.75761
809	12266.40713
810	12252.77607
811	12237.24963
812	12225.11953
813	12208.34448
814	12191.38699
815	12183.18006
816	12171.83544
817	12155.93073
818	12152.829
819	12135.27114
820	12130.32527
821	12117.21284
822	12112.36061
823	12109.40871
824	12107.88972
825	12098.44054
826	12085.77209
827	12069.30229
828	12052.60936
829	12042.6883
830	12032.62905
831	12019.67053
832	12010.04379
833	12006.46939
834	12003.32929
835	11984.93436
836	11976.32093
837	11971.92453
838	11959.55171
839	11949.45915
840	11936.57683
841	11924.76413
842	11912.75867
843	11898.69591
844	11895.7432
845	11893.81514
846	11874.11553
847	11865.38333
848	11848.81791
849	11835.93356
850	11820.56642
851	11804.75164
852	11794.43234
853	11780.96158
854	11765.56626
855	11753.46171
856	11741.71054
857	11730.36461
858	11715.45835
859	11707.58184
860	11695.78663
861	11685.32958
862	11683.07236
863	11665.02287
864	11651.93111
865	11642.85736
866	11626.40193
867	11615.11768
868	11600.31903
869	11586.82149
870	11581.12611
871	11570.75754
872	11561.88303
873	11544.8836
874	11532.15392
875	11519.4948
876	11512.66229
877	11501.26789
878	11485.72944
879	11472.61421
880	11463.33509
881	11450.64681
882	11448.34531
883	11436.12166
884	11420.72537
885	11416.20997
886	11406.86884
887	11389.81352
888	11373.11694
889	11360.92148
890	11349.36248
891	11341.88178
892	11333.42684
893	11323.2098
894	11314.52222
895	11300.88423
896	11288.78844
897	11275.2299
898	11268.04508
899	11257.49477
900	11255.85561
901	11247.23786
902	11237.81494
903	11221.28439
904	11214.36083
905	11213.1793
906	11205.00769
907	11193.13295
908	11190.08016
909	11186.53657
910	11175.59311
911	11158.86076
912	11149.32603
913	11139.56255
914	11126.1594
915	11114.07143
916	11105.80328
917	11096.32087
918	11085.63007
919	11072.6424
920	11069.23567
921	11062.80471
922	11049.55623
923	11038.5034
924	11028.19436
925	11024.29081
926	11018.08928
927	11009.88399
928	10995.97726
929	10986.65734
930	10974.53141
931	10966.97421
932	10956.53515
933	10946.20525
934	10943.16037
935	10938.73881
936	10934.75594
937	10920.06592
938	10908.66983
939	10899.89098
940	10890.39191
941	10887.25578
942	10876.5265
943	10866.79716
944	10864.24977
945	10853.40035
946	10843.25896
947	10839.85416
948	10826.20641
949	10820.71515
950	10818.26633
951	10815.06305
952	10804.39101
953	10802.09602
954	10789.41169
955	10777.85751
956	10766.20555
957	10754.11348
958	10749.96069
959	10735.89916
960	10732.59293
961	10720.90415
962	10713.45902
963	10704.97792
964	10692.09152
965	10675.19646
966	10663.30698
967	10656.68258
968	10644.64563
969	10629.16484
970	10616.84106
971	10605.66794
972	10594.06455
973	10584.97846
974	10582.65916
975	10567.22101
976	10553.85393
977	10542.68127
978	10537.3986
979	10523.32298
980	10512.91
981	10502.50659
982	10490.83596
983	10484.39624
984	10475.84581
985	10468.73031
986	10465.50803
987	10452.05968
988	10445.56526
989	10443.78595
990	10440.07282
991	10433.08387
992	10423.69464
993	10421.79253
994	10414.43129
995	10405.00224
996	10397.50007
997	10387.22706
998	10378.46829
999	10371.18728
1000	10357.89523
1001	10348.45358
1002	10342.27814
1003	10333.98834
1004	10325.35005
1005	10316.56785
1006	10303.53061
1007	10287.88424
1008	10284.04615
1009	10268.88057
1010	10259.76788
1011	10246.47913
1012	10232.35507
1013	10223.78913
1014	10218.22912
1015	10209.98014
1016	10200.61074
1017	10197.76447
1018	10187.38645
1019	10178.59783
1020	10173.94444
1021	10165.17516
1022	10158.44585
1023	10148.39717
1024	10137.86976
1025	10131.57554
1026	10126.43666
1027	10119.15009
1028	10116.25054
1029	10109.88232
1030	10101.45174
1031	10091.593
1032	10084.43489
1033	10081.00656
1034	10077.03147
1035	10063.10687
1036	10055.57468
1037	10047.03312
1038	10040.51244
1039	10034.55723
1040	10024.97531
1041	10013.5328
1042	10003.83101
1043	10000.61853
1044	9997.896336
1045	9990.949489
1046	9977.565295
1047	9971.891508
1048	9969.122411
1049	9962.60655
1050	9956.177622
1051	9951.614001
1052	9947.828998
1053	9946.731095
1054	9935.309806
1055	9928.208212
1056	9920.197154
1057	9910.764175
1058	9905.309938
1059	9904.033651
1060	9897.212815
1061	9895.895378
1062	9887.360995
1063	9879.52736
1064	9872.350389
1065	9859.040203
1066	9851.040581
1067	9844.7151
1068	9831.513988
1069	9823.092437
1070	9816.531715
1071	9808.886283
1072	9802.286882
1073	9788.816553
1074	9779.160022
1075	9767.225703
1076	9757.026206
1077	9745.967913
1078	9738.363382
1079	9734.679307
1080	9726.656052
1081	9715.982785
1082	9705.613275
1083	9692.044143
1084	9687.441845
1085	9681.286753
1086	9667.945202
1087	9660.059996
1088	9655.178518
1089	9648.412567
1090	9641.381941
1091	9630.467094
1092	9620.974001
1093	9617.954402
1094	9615.798504
1095	9605.847143
1096	9603.504412
1097	9591.843193
1098	9586.46413
1099	9577.927256
1100	9573.028848
1101	9564.613843
1102	9553.833146
1103	9546.276733
1104	9542.76734
1105	9535.413842
1106	9525.777455
1107	9516.0165
1108	9506.547835
1109	9496.200897
1110	9483.534066
1111	9482.20775
1112	9471.690057
1113	9465.341776
1114	9459.307479
1115	9448.842774
1116	9432.20072
1117	9419.485629
1118	9408.627646
1119	9398.562651
1120	9388.841904
1121	9380.637201
1122	9373.13235
1123	9366.71215
1124	9355.206922
1125	9350.222028
1126	9344.331804
1127	9343.134527
1128	9335.878782
1129	9327.933449
1130	9321.355532
1131	9311.440827
1132	9301.78754
1133	9295.366134
1134	9288.56994
1135	9285.045655
1136	9276.208032
1137	9274.870738
1138	9264.429443
1139	9258.974543
1140	9252.134227
1141	9241.10517
1142	9232.3035
1143	9224.939687
1144	9213.873679
1145	9212.148961
1146	9198.311957
1147	9188.81215
1148	9179.408763
1149	9171.695507
1150	9165.560084
1151	9158.239989
1152	9149.974002
1153	9139.802769
1154	9137.517282
1155	9125.733803
1156	9118.371788
1157	9117.10436
1158	9111.211024
1159	9103.442355
1160	9095.474236
1161	9084.199495
1162	9079.108128
1163	9070.526669
1164	9061.78174
1165	9057.711374
1166	9052.800954
1167	9046.952305
1168	9033.504342
1169	9025.692649
1170	9022.282571
1171	9013.03636
1172	9005.36401
1173	8997.046802
1174	8988.777987
1175	8985.304508
1176	8976.111764
1177	8973.783458
1178	8970.382081
1179	8963.442147
1180	8957.916593
1181	8953.977992
1182	8945.684546
1183	8937.855436
1184	8931.611956
1185	8921.132107
1186	8914.21888
1187	8901.828253
1188	8892.722384
1189	8886.849374
1190	8876.856841
1191	8868.504265
1192	8861.132617
1193	8857.352858
1194	8852.324694
1195	8848.433929
1196	8844.824297
1197	8834.045138
1198	8832.666236
1199	8824.81985
1200	8813.006753
1201	8801.726297
1202	8791.414738
1203	8785.627468
1204	8781.264121
1205	8776.972346
1206	8768.98236
1207	8762.975708
1208	8756.991523
1209	8749.696284
1210	8743.089478
1211	8729.5201
1212	8721.939975
1213	8714.720648
1214	8708.994334
1215	8698.275427
1216	8690.530436
1217	8684.555487
1218	8682.010922
1219	8680.861959
1220	8670.374944
1221	8660.84151
1222	8654.024795
1223	8648.366801
1224	8640.359874
1225	8631.788469
1226	8628.646246
1227	8619.79116
1228	8617.765907
1229	8606.517798
1230	8601.758161
1231	8593.472071
1232	8586.21333
1233	8583.317369
1234	8580.95391
1235	8572.727096
1236	8566.924979
1237	8559.016527
1238	8550.629455
1239	8544.490728
1240	8533.664081
1241	8525.772356
1242	8525.13282
1243	8518.396764
1244	8505.5898
1245	8504.76918
1246	8499.50391
1247	8495.349849
1248	8491.715559
1249	8487.14888
1250	8477.628198
1251	8473.309369
1252	8468.047865
1253	8459.143868
1254	8449.586146
1255	8443.736839
1256	8438.013856
1257	8429.88486
1258	8427.318822
1259	8417.032158
1260	8408.577297
1261	8403.196552
1262	8395.911938
1263	8388.955914
1264	8380.740528
1265	8377.488837
1266	8371.88308
1267	8366.780336
1268	8354.292514
1269	8346.936851
1270	8341.453952
1271	8331.55783
1272	8325.749966
1273	8323.207223
1274	8319.010868
1275	8315.668775
1276	8309.580402
1277	8299.383748
1278	8293.646425
1279	8286.568353
1280	8276.253795
1281	8269.582172
1282	8261.029192
1283	8250.309554
1284	8246.72618
1285	8238.672803
1286	8237.435372
1287	8233.381909
1288	8231.753174
1289	8223.324085
1290	8222.514359
1291	8219.430053
1292	8214.073307
1293	8209.561431
1294	8198.766934
1295	8195.873925
1296	8189.743304
1297	8186.296927
1298	8175.99292
1299	8174.193747
1300	8165.877766
1301	8155.913411
1302	8148.635778
1303	8145.944493
1304	8143.324401
1305	8135.918938
1306	8129.637347
1307	8129.020278
1308	8122.438522
1309	8116.813728
1310	8111.823062
1311	8107.392812
1312	8096.998464
1313	8086.63243
1314	8084.240257
1315	8080.513978
1316	8072.635278
1317	8070.863777
1318	8065.29718
1319	8060.25989
1320	8053.233833
1321	8045.956868
1322	8043.087153
1323	8036.857553
1324	8029.411359
1325	8019.199659
1326	8012.654322
1327	8010.207867
1328	8002.049869
1329	7994.406425
1330	7986.918364
1331	7979.943487
1332	7973.004804
1333	7972.139524
1334	7966.040842
1335	7958.967109
1336	7953.852959
1337	7947.596739
1338	7939.061662
1339	7935.978795
1340	7934.31391
1341	7928.196358
1342	7924.274802
1343	7919.698344
1344	7916.581883
1345	7912.029256
1346	7902.605977
1347	7892.924661
1348	7886.770031
1349	7880.317344
1350	7875.984113
1351	7870.897255
1352	7863.103059
1353	7862.469688
1354	7855.788744
1355	7847.675144
1356	7837.43303
1357	7826.61897
1358	7818.856609
1359	7812.088258
1360	7804.022792
1361	7800.593243
1362	7793.954679
1363	7786.214616
1364	7783.361819
1365	7777.582861
1366	7776.498958
1367	7771.877826
1368	7769.300456
1369	7761.943714
1370	7751.260957
1371	7746.554869
1372	7745.043122
1373	7738.343539
1374	7733.22834
1375	7729.548594
1376	7720.97405
1377	7714.0715
1378	7705.596002
1379	7704.834595
1380	7704.060643
1381	7700.565027
1382	7695.770456
1383	7692.528827
1384	7688.620461
1385	7678.351479
1386	7675.874259
1387	7669.170148
1388	7666.808027
1389	7660.612496
1390	7659.280696
1391	7651.746304
1392	7643.726215
1393	7636.910534
1394	7628.115947
1395	7619.92136
1396	7609.628485
1397	7600.421105
1398	7599.049664
1399	7593.507393
1400	7586.302872
1401	7580.831376
1402	7577.47918
1403	7570.222891
1404	7562.471971
1405	7558.626493
1406	7551.852862
1407	7542.811224
1408	7532.775719
1409	7529.583506
1410	7523.859929
1411	7521.145769
1412	7516.625311
1413	7512.761243
1414	7503.871171
1415	7496.203901
1416	7487.435636
1417	7478.843699
1418	7476.978977
1419	7476.437267
1420	7467.310478
1421	7465.955013
1422	7459.709529
1423	7455.099887
1424	7445.882986
1425	7438.638871
1426	7430.807734
1427	7423.295598
1428	7418.733182
1429	7410.605021
1430	7405.297737
1431	7400.785408
1432	7391.023782
1433	7383.891567
1434	7378.670678
1435	7372.170918
1436	7366.366769
1437	7358.675549
1438	7357.965691
1439	7353.64876
1440	7346.053303
1441	7338.78364
1442	7336.449586
1443	7330.925576
1444	7327.743259
1445	7320.793531
1446	7314.336411
1447	7308.377327
1448	7298.69235
1449	7294.832526
1450	7293.614869
1451	7288.878924
1452	7282.443062
1453	7275.845657
1454	7269.970527
1455	7263.142226
1456	7258.342218
1457	7257.515801
1458	7252.958383
1459	7251.843439
1460	7245.66856
1461	7241.217415
1462	7234.67697
1463	7232.407014
1464	7227.843001
1465	7219.279983
1466	7211.901155
1467	7206.340993
1468	7197.620309
1469	7196.770857
1470	7190.877167
1471	7185.313694
1472	7180.157955
1473	7174.549946
1474	7167.472846
1475	7162.574488
1476	7158.251834
1477	7155.077452
1478	7148.400637
1479	7143.281674
1480	7136.185938
1481	7130.33376
1482	7125.847366
1483	7118.747673
1484	7114.414539
1485	7107.698143
1486	7102.435556
1487	7097.668016
1488	7096.345192
1489	7088.62648
1490	7087.027843
1491	7080.48042
1492	7073.244285
1493	7064.515489
1494	7059.638548
1495	7056.226452
1496	7051.304356
1497	7047.19496
1498	7037.666078
1499	7030.980034
1500	7029.128632
1501	7021.912339
1502	7016.836126
1503	7012.538401
1504	7007.023907
1505	7006.260769
1506	6997.700313
1507	6991.802711
1508	6989.70185
1509	6982.708845
1510	6976.898618
1511	6970.311997
1512	6961.659119
1513	6956.00593
1514	6950.545083
1515	6947.031004
1516	6945.194975
1517	6936.457684
1518	6931.887122
1519	6928.225671
1520	6920.486697
1521	6911.739852
1522	6910.342556
1523	6904.750237
1524	6899.380006
1525	6896.379926
1526	6890.660082
1527	6881.24489
1528	6874.595722
1529	6870.315188
1530	6868.323883
1531	6857.862105
1532	6853.948106
1533	6848.783865
1534	6844.300659
1535	6838.492104
1536	6834.167763
1537	6830.695387
1538	6825.184912
1539	6819.173956
1540	6811.588959
1541	6804.971048
1542	6794.640065
1543	6786.552403
1544	6780.986016
1545	6773.361081
1546	6772.568321
1547	6770.79107
1548	6765.841534
1549	6760.134722
1550	6755.942478
1551	6752.452648
1552	6745.34766
1553	6739.729609
1554	6737.38121
1555	6729.21262
1556	6727.264661
1557	6720.864763
1558	6712.730492
1559	6711.827676
1560	6705.136805
1561	6703.833009
1562	6699.030405
1563	6691.802239
1564	6687.30282
1565	6683.079931
1566	6677.923708
1567	6673.042492
1568	6667.616733
1569	6663.231916
1570	6657.855643
1571	6652.484197
1572	6650.259191
1573	6644.827068
1574	6637.863844
1575	6632.318839
1576	6625.81059
1577	6621.307729
1578	6616.169245
1579	6610.274775
1580	6604.520245
1581	6596.241
1582	6592.371631
1583	6586.486917
1584	6580.327395
1585	6573.868125
1586	6571.199344
1587	6567.030246
1588	6561.019926
1589	6557.599905
1590	6551.345718
1591	6549.312338
1592	6545.323784
1593	6539.025128
1594	6535.024007
1595	6531.236559
1596	6529.66781
1597	6524.403817
1598	6518.549029
1599	6514.117827
1600	6506.311567
1601	6500.745137
1602	6496.820535
1603	6491.248234
1604	6487.450961
1605	6484.40124
1606	6479.965989
1607	6473.365328
1608	6466.763582
1609	6463.075411
1610	6456.361821
1611	6449.934326
1612	6442.380172
1613	6441.932147
1614	6438.972507
1615	6434.650669
1616	6431.876424
1617	6429.825192
1618	6425.370856
1619	6418.503247
1620	6412.884292
1621	6406.413382
1622	6403.756337
1623	6402.035816
1624	6398.941603
1625	6392.177003
1626	6391.377811
1627	6386.83494
1628	6380.865237
1629	6374.419032
1630	6367.804552
1631	6367.158747
1632	6364.442431
1633	6356.884735
1634	6352.658849
1635	6346.325366
1636	6339.739456
1637	6335.545416
1638	6329.760395
1639	6324.676932
1640	6322.955621
1641	6315.743067
1642	6314.493371
1643	6310.607163
1644	6305.29823
1645	6303.863566
1646	6299.53738
1647	6294.727798
1648	6286.891195
1649	6280.931299
1650	6275.513343
1651	6270.204718
1652	6265.346694
1653	6262.490105
1654	6256.040441
1655	6253.688914
1656	6247.450287
1657	6242.126796
1658	6239.573684
1659	6233.653516
1660	6228.44304
1661	6226.556863
1662	6220.970009
1663	6216.556981
1664	6212.627314
1665	6207.268459
